wikiStats|id

redirects|6797
p|group4|46
p|list5|43
p|list18|4
p|imageleft|0
p|bodyclass|0
p|group8|17
p|list17|6
p|group20|4
p|list6|31
p|oddstyle|0
p|list1padding|0
p|list11|11
p|liststyle|0
p|title|62
p|group16style|0
p|list2|72
p|group14style|0
p|titlestyle|3
p|list16|7
p|list9|14
p|titlegroupstyle|0
p|basestyle|1
p|abovestyle|0
p|group1|71
p|list19style|0
p|imageclass|0
p|group5|36
p|titlegroup|0
p|group9style|0
p|group16|7
p|list5style|0

template|Templat:16TeamBracket-Compact-Tennis5
count|6
properties|214
p|RD1-score01-3|39
p|RD2-seed03|17
p|RD2-score05-3|43
p|RD1-seed12|10
p|RD1-team06|46
p|RD1-score04-2|42
p|RD2-score05-5|3
p|RD1-score15-2|43
p|RD1-score03-4|17
p|RD4-score01-4|19
p|RD1-seed01|43
p|RD1-score11-3|39
p|RD1-team03|42
p|RD2-score07-4|18
p|RD1-score08-2|42
p|RD2-score08-3|41
p|RD1-seed06|17
p|RD1-score07-5|8
p|RD1-score13-5|14
p|RD1-team15|44
p|RD2-seed07|11
p|RD1-score06-4|20
p|RD1-score14-1|43
p|RD1-score04-5|5
p|RD4-score02-4|19
p|RD3-score04-2|42
p|RD1-score05-3|40
p|RD2-score04-2|42
p|RD2-team04|42
p|RD1-score16-5|4
p|RD2-score03-5|8
p|RD3-score03-4|12
p|RD3-score01-4|16
p|RD3-team02|44
p|RD1-team11|46
p|RD1-score06-1|43
p|RD1-score14-5|14
p|RD1-score01-2|43
p|RD1-score02-4|19
p|RD2-score02-3|43
p|RD1-score07-2|42
p|RD1-score10-3|42
p|RD3-score04-5|4
p|RD2-score01-2|43
p|RD1-score12-4|12
p|RD1-score10-1|43
p|RD3|43
p|RD1-team09|46
p|RD2-score03-2|42
p|RD4-score02-1|43
p|RD1-score16-4|13
p|RD3-score03-1|43
p|RD1-seed07|13
p|RD1-seed13|12
p|RD1-seed02|15
p|RD4-seed02|33
p|RD3-seed02|30
p|RD1-score13-1|43
p|RD3-score04-3|41
p|RD1-score10-5|8
p|RD1-team12|43
p|RD1-score14-2|43
p|RD1-seed04|15
p|RD1-score11-2|42
p|RD1-score06-5|10
p|RD2-score07-3|41
p|RD1-team02|45
p|RD1-score05-2|43
p|RD3-score01-5|3
p|RD1-score15-3|41
p|RD2-score08-4|19
p|RD2-score03-1|43
p|RD1-score14-3|41
p|RD1-score03-3|39
p|RD2-score07-1|42
p|RD3-score02-4|16
p|RD1-seed11|10
p|RD2-score03-4|24
p|RD1-score07-4|19
p|RD3-team03|40
p|RD1-seed15|13
p|RD1-score04-4|17
p|RD1-score01-5|6
p|RD1-score02-3|41
p|RD2-score04-3|41
p|RD2-team03|46
p|RD2-score01-3|43
p|RD3-seed01|35
p|RD2-seed06|8
p|RD1-score13-2|43
p|RD1-score10-2|43
p|RD1-score01-1|43
p|RD1-score05-5|10
p|RD2-score02-4|17
p|RD1-seed03|10
p|RD1-score16-3|41
p|RD1-score02-2|43
p|RD4-score01-3|43
p|RD1-score08-5|8
p|RD3-score04-4|12
p|RD1-seed14|16
p|RD4-seed01|37
p|RD1|43
p|RD3-score03-2|43
p|RD2-score07-2|42
p|RD1-seed08|43
p|RD2-score06-5|3
p|RD2-seed01|41
p|RD3-score01-1|43
p|RD1-score09-3|42
p|RD4-score02-2|43
p|RD1-score12-3|39
p|RD1-score04-1|43
p|RD1-score15-4|14
p|RD1-score06-2|43
p|RD4-team02|42
p|RD1-score15-1|43
p|RD1-seed05|13
p|RD2-score01-4|17
p|RD3-team04|44
p|RD2-score08-5|7
p|RD2-score06-1|43
p|RD2-team07|46
p|RD2-seed04|36
p|RD1-score14-4|26
p|RD2-score03-3|41
p|RD4-score01-1|43
p|RD1-score07-3|38
p|RD1-seed16|43
p|RD3-score02-3|42
p|RD2-score05-1|43
p|RD1-team08|45
p|RD1-score05-1|43
p|RD4-score01-2|43
p|RD1-score08-4|19
p|RD3-score01-3|42
p|RD2-team02|43
p|RD2-score06-4|19
p|RD3-score02-2|43
p|RD1-score16-2|43
p|RD3-score01-2|43
p|RD4-score02-5|9
p|RD1-score09-2|43
p|RD2-seed05|37
p|RD1-score05-4|20
p|RD1-score13-3|41
p|RD1-score12-2|42
p|RD1-score06-3|40
p|RD1-score09-5|8
p|RD3-score03-5|4
p|RD2-team06|44
p|RD1-seed09|43
p|RD1-score15-5|4
p|RD1-score08-1|43
p|RD1-team01|46
p|RD1-score11-5|2
p|RD1-score03-2|43
p|RD2-seed02|10
p|RD2-score08-1|43
p|RD2|43
p|RD1-team16|46
p|RD2-score02-5|10
p|RD2-score05-4|20
p|RD1-team13|44
p|RD1-seed10|10
p|RD4-team01|44
p|RD3-score02-1|43
p|RD1-score04-3|39
p|RD2-score05-2|43
p|RD3-seed04|40
p|RD1-score11-1|43
p|RD2-team05|44
p|RD2-score04-1|43
p|RD4-score01-5|9
p|RD1-team05|45
p|RD2-team08|46
p|RD2-score02-1|43
p|RD1-team14|44
p|RD1-score01-4|19
p|RD1-team07|45
p|RD1-team04|44
p|RD3-score03-3|41
p|RD2-score07-5|7
p|RD1-score03-5|5
p|RD1-score12-5|2
p|RD1-score09-4|21
p|RD3-score04-1|43
p|RD3-team01|45
p|RD1-score13-4|26
p|RD2-seed08|42
p|RD2-score02-2|43
p|RD2-score04-5|8
p|RD2-score06-2|43
p|RD2-score06-3|43
p|RD4-score02-3|43
p|RD1-score11-4|12
p|RD1-score02-5|6
p|RD2-score08-2|42
p|RD1-score09-1|43
p|RD1-score12-1|43
p|RD1-score08-3|38
p|RD2-score04-4|24
p|RD2-score01-5|10
p|RD1-score16-1|43
p|RD3-seed03|25
p|RD1-score02-1|43
p|RD1-score10-4|21
p|RD4|43
p|RD3-score02-5|4
p|RD2-team01|46
p|RD1-score03-1|43
p|RD2-score01-1|43
p|RD1-score07-1|43
p|RD1-team10|44

template|Templat:Planetbox character
count|7
properties|11
p|radius_earth|2
p|mass_earth|1
p|mass|4
p|radius_megameter|0
p|minimum_mass|0
p|temperature|4
p|gravity_earth|2
p|gravity|2
p|radius|4
p|density|1
p|minimum_mass_earth|1

template|Templat:Infobox Airline
count|883
properties|12
p|subsidiaries|70
p|website|695
p|logo_size|447
p|callsign|827
p|image_size|74
p|image|0
p|ICAO|834
p|fleet_size|802
p|logo|486
p|headquarters|1682
p|company_slogan|250
p|IATA|825

template|Templat:IUCN2006
count|66
properties|5
p|assessors|61
p|year|66
p|id|66
p|downloaded|66
p|title|66

template|Templat:Rotten-tomatoes
count|230
properties|4
p|1|0
p|title|230
p|id|230
p|2|0

template|Templat:Infobox Convention
count|4
properties|14
p|website|3
p|name|4
p|genre|1
p|location|8
p|organizer|3
p|image|0
p|filing|2
p|country|3
p|last|0
p|caption|1
p|status|4
p|first|4
p|attendance|2
p|venue|3

template|Templat:Infobox Taipei Network
count|3
properties|9
p|Kereta|7
p|Stasiun|3
p|Antarstasiun|3
p|Tahun|3
p|PanjangMil|3
p|Jalur|3
p|Perpanjangan|3
p|Penumpang|3
p|PanjangKm|3

template|Templat:Infobox road/NH browse
count|3
properties|8
p|next_type|3
p|previous_dab|0
p|next_dab|0
p|previous_route|3
p|county|0
p|previous_type|3
p|route|3
p|next_route|3

template|Templat:Succession box one to three
count|2
properties|10
p|title2|2
p|title1|2
p|before|2
p|after1|2
p|years3|2
p|after2|2
p|years2|2
p|after3|3
p|title3|2
p|years1|2

template|Templat:Infobox United States Congress
count|40
properties|38
p|speaker|44
p|number|40
p|s-majority|41
p|sessionend6|0
p|sessionstart6|0
p|sessionnumber1|40
p|imagedate|40
p|sessionstart3|23
p|sessionnumber6|0
p|image|0
p|sessionend3|23
p|previous|40
p|sessionend1|40
p|sessionnumber7|0
p|sessionnumber3|24
p|imagename|30
p|sessionstart7|0
p|sessionend4|8
p|vp|47
p|sessionstart2|40
p|sessionnumber2|40
p|sessionstart8|0
p|sessionend8|0
p|sessionstart1|40
p|sessionnumber4|8
p|delegates|38
p|sessionend5|1
p|next|40
p|sessionend7|0
p|sessionend2|40
p|end|40
p|sessionstart5|1
p|h-majority|40
p|start|40
p|pro tem|86
p|sessionstart4|8
p|sessionnumber8|0
p|sessionnumber5|1

template|Templat:Quote box3
count|1
properties|6
p|source|1
p|align|1
p|quote|1
p|1|0
p|2|0
p|width|1

template|Templat:Infobox Liberian Cabinet
count|1
properties|0

template|Templat:Jalan di Manhattan
count|2
properties|1
p|state|2

template|Templat:Infobox World Heritage Site
count|282
properties|36
p|infoboxwidth|16
p|lat_direction|0
p|ID|279
p|WHS|261
p|Caption|1
p|Location|0
p|name|0
p|locmapin|5
p|State_Party|1
p|Name|25
p|lat_minutes|0
p|map_caption|1
p|latitude|5
p|Country|0
p|image|0
p|imagecaption|3
p|Region|281
p|Session|270
p|lat_seconds|0
p|long_degrees|0
p|Coordinates|0
p|Year|280
p|longitude|5
p|long_minutes|0
p|map_width|4
p|Criteria|279
p|long_seconds|0
p|Danger|11
p|long_direction|0
p|Image|0
p|lat_degrees|0
p|Extension|17
p|relief|5
p|State Party|59
p|Link|259
p|Type|282

template|Templat:Infobox ship career
count|4
properties|44
p|Ship owner|3
p|Ship registry|2
p|Ship completed|2
p|Ship reclassified|0
p|Ship status|1
p|Hide header|0
p|Ship flag|1
p|Ship honours|0
p|Ship sponsor|0
p|Ship acquired|1
p|Ship recommissioned|0
p|Ship refit|0
p|Ship yard number|2
p|Ship homeport|0
p|Ship motto|0
p|Ship struck|1
p|Ship awarded|0
p|Ship notes|0
p|Ship reinstated|0
p|Ship original cost|4
p|Ship namesake|1
p|Ship honors|0
p|Ship maiden voyage|2
p|Ship commissioned|1
p|Ship launched|2
p|Ship identification|2
p|Ship builder|5
p|Ship ordered|3
p|Ship decommissioned|1
p|Ship laid down|2
p|Ship badge|0
p|Ship operator|2
p|Ship route|1
p|Ship out of service|2
p|Ship class|0
p|Ship captured|0
p|Ship in service|1
p|Ship way number|0
p|Ship fate|3
p|Ship name|3
p|Ship nickname|0
p|Ship christened|1
p|Ship country|0
p|Ship renamed|0

template|Templat:Infobox aircraft engine
count|1
properties|0

template|Templat:Tidak dikembangkan
count|73
properties|4
p|i|73
p|d|73
p|m|73
p|y|73

template|Templat:Infobox road/LA browse
count|1
properties|8
p|next_type|1
p|previous_dab|0
p|next_dab|0
p|previous_route|1
p|county|0
p|previous_type|1
p|route|1
p|next_route|1

template|Templat:Starbox reference
count|85
properties|2
p|Simbad|89
p|ARICNS|11

template|Templat:Infobox Military Test Site
count|1
properties|17
p|area|1
p|name|1
p|subcritical_tests|0
p|map_caption|1
p|map|0
p|image|0
p|remediation|0
p|country|1
p|dates|1
p|nuclear_tests|1
p|operator|1
p|caption|1
p|status|1
p|nearest_town|1
p|other_tests|0
p|type|1
p|thermonuclear_tests|0

template|Templat:Infobox library
count|4
properties|31
p|coordinates|0
p|website|3
p|name_en|0
p|criteria_for_collection|0
p|ref_legal_mandate|1
p|location|4
p|req_to_access|2
p|num_branches|3
p|image_size|0
p|image|0
p|branch_of|0
p|criteria|0
p|scope|1
p|dir_since|0
p|library_name|4
p|collection_size|11
p|phone_num|1
p|country|1
p|items_collected|4
p|num_employees|0
p|references|0
p|library_logo|4
p|caption|2
p|director|4
p|budget|2
p|members|1
p|established|4
p|legal_deposit|1
p|pop_served|3
p|type|3
p|annual_circulation|1

template|Templat:RingkasTOC8
count|1
properties|139
p|pre1link|0
p|pre7|0
p|e|0
p|Sec4|0
p|side|0
p|Sec1|0
p|Sec2|0
p|pre5link|0
p|Sec7|0
p|pre6name|0
p|s|0
p|further|0
p|x|0
p|Sec3link|0
p|name|0
p|custom7link|0
p|pre3|0
p|preSec6|0
p|break|0
p|custom1name|0
p|pre8link|0
p|nobreak|0
p|n|0
p|preSec4name|0
p|custom2link|0
p|pre6link|0
p|pre5name|0
p|preSec4link|0
p|Sec6link|0
p|j|0
p|custom4name|0
p|y|0
p|preSec6name|0
p|custom7name|0
p|preSec3|0
p|Sec2link|0
p|custom6link|0
p|preSec2name|0
p|t|0
p|custom1link|0
p|custom2name|0
p|u|0
p|pre2name|0
p|pre6|0
p|f|0
p|prebreak|0
p|custom8link|0
p|Sec5|0
p|preSec2|0
p|custom3link|0
p|preSec1name|0
p|sym|0
p|a|0
p|Sec8|0
p|custom6name|0
p|Sec8link|0
p|custom5link|0
p|m|0
p|pre4name|0
p|preSec5|0
p|preSec5link|0
p|Sec1name|0
p|preSec3link|0
p|i|0
p|custom2|0
p|custom3name|0
p|pre1|0
p|preSec7name|0
p|Sec7name|0
p|num|1
p|sep|0
p|custom5|0
p|refs|1
p|preSec8link|0
p|custom6|0
p|v|0
p|preSec4|0
p|Sec6name|0
p|preSec1link|0
p|pre5|0
p|Sec8name|0
p|1|0
p|pre8name|0
p|custom3|0
p|q|0
p|preSec1|0
p|preSec5name|0
p|extlinks|1
p|b|0
p|symnum|0
p|g|0
p|l|0
p|custom7|0
p|pre2link|0
p|Sec5name|0
p|Sec6|0
p|Sec3name|0
p|p|0
p|preSec7|0
p|Sec7link|0
p|Sec1link|0
p|Sec4link|0
p|pre7link|0
p|custom4link|0
p|pre1name|0
p|pre7name|0
p|notesfirst|0
p|preSec3name|0
p|notes|0
p|preSec8name|0
p|c|0
p|seealso|1
p|custom4|0
p|preSec6link|0
p|pre3link|0
p|Sec2name|0
p|h|0
p|preSec7link|0
p|pre4link|0
p|custom1|0
p|r|0
p|Sec5link|0
p|Sec3|0
p|w|0
p|pre2|0
p|pre4|0
p|Sec4name|0
p|k|0
p|preSec8|0
p|pre8|0
p|custom8name|0
p|pre3name|0
p|preSec2link|0
p|right|0
p|o|0
p|z|0
p|custom5name|0
p|custom8|0
p|d|0

template|Templat:Kotak info asosiasi sepak bola nasional
count|182
properties|12
p|IFU affiliation|0
p|Subregion|3
p|name|0
p|Badge_size|2
p|President|180
p|Founded|181
p|Region|182
p|Region affiliation|182
p|FIFA affiliation|183
p|Website|131
p|Subregion affiliation|3
p|Logo|176

template|Templat:Infobox Canadian government departments
count|1
properties|16
p|secretary|0
p|current_minister|1
p|website|1
p|current minister|0
p|french|0
p|discontinued|0
p|successor|0
p|employees|1
p|department|1
p|logo|1
p|deputy minister|0
p|deputy_minister|1
p|established|1
p|responsibilities|1
p|second minister|0
p|second_minister|0

template|Templat:Infobox Arcade
count|1
properties|16
p|arcade system|1
p|monitor|1
p|modes|1
p|designer|0
p|genre|2
p|image|0
p|developer|1
p|ports|6
p|resolution|0
p|publisher|1
p|sound|0
p|cpu|0
p|release|1
p|title|1
p|cabinet|1
p|input|1

template|Templat:J-rserv
count|26
properties|7
p|previous|19
p|f|11
p|service|92
p|1|0
p|b|10
p|col|11
p|next|37

template|Templat:Infobox road/WI browse
count|1
properties|8
p|next_type|1
p|previous_dab|0
p|next_dab|0
p|previous_route|1
p|county|0
p|previous_type|1
p|route|1
p|next_route|1

template|Templat:Infobox swimming pool
count|1
properties|38
p|footnotes|0
p|image_width|0
p|former_names|1
p|website|0
p|label5|0
p|label1|0
p|size|0
p|data1|0
p|latitude|1
p|data3|0
p|label4|0
p|image|0
p|closed|1
p|facilities|0
p|features|0
p|postcode|0
p|data2|0
p|longitude|1
p|opened|1
p|coord_options|0
p|box_width|0
p|label3|0
p|pool_name|1
p|cost|0
p|operator|0
p|caption|1
p|status|1
p|data5|0
p|address|1
p|depth|0
p|length|1
p|owner|0
p|type|1
p|label2|0
p|demolished|0
p|architect|1
p|width|0
p|data4|0

template|Templat:Infobox London Borough
count|10
properties|23
p|name|12
p|mayor_title|1
p|area_km2|10
p|imagesize|0
p|postcode_areas|5
p|url|10
p|adminhq|9
p|mps|26
p|imagename|10
p|dial_codes|7
p|local_authority|1
p|image_skyline|1
p|short name|0
p|image_alt|0
p|status|12
p|short_name|9
p|image_caption|1
p|mayor|10
p|gla_member|10
p|ons_code|10
p|gla_constituency|10
p|motto|2
p|leadership|10

template|Templat:Infobox episode
count|99
properties|17
p|Airdate|72
p|Caption|43
p|Title|97
p|Series|143
p|Season|143
p|Writer|250
p|Season list|0
p|Prev|95
p|Episode|143
p|Director|258
p|Episode list|23
p|Music|83
p|Image|0
p|Production|23
p|Photographer|1
p|Next|97
p|Guests|57

template|Templat:CompactTOC8
count|17
properties|69
p|e|1
p|Sec4|0
p|side|5
p|Sec1|0
p|Sec2|0
p|s|0
p|x|2
p|Sec3link|0
p|name|1
p|custom1name|0
p|nobreak|9
p|n|0
p|custom2link|0
p|j|2
p|custom4name|0
p|y|1
p|Sec2link|0
p|t|1
p|custom1link|0
p|custom2name|0
p|u|1
p|f|2
p|Sec5|0
p|custom3link|0
p|sym|0
p|a|0
p|custom5link|0
p|m|0
p|Sec1name|0
p|i|0
p|custom2|1
p|custom3name|0
p|num|11
p|custom5|0
p|refs|0
p|v|2
p|1|0
p|custom3|1
p|q|4
p|extlinks|3
p|b|0
p|symnum|0
p|g|0
p|l|0
p|Sec5name|0
p|Sec3name|0
p|p|0
p|Sec1link|0
p|Sec4link|0
p|custom4link|0
p|notesfirst|0
p|notes|1
p|c|0
p|seealso|3
p|custom4|0
p|Sec2name|0
p|h|0
p|custom1|8
p|r|0
p|Sec5link|0
p|Sec3|0
p|w|1
p|Sec4name|0
p|k|1
p|right|0
p|o|0
p|z|2
p|custom5name|0
p|d|0

template|Templat:Image label small
count|7
properties|4
p|x|73
p|y|73
p|text|12
p|scale|73

template|Templat:Infobox biotokoh
count|14
properties|15
p|pekerjaan|2
p|umur|3
p|image|0
p|arti|14
p|nama|23
p|suami|0
p|caption|4
p|ibu|1
p|catatan|3
p|mati|4
p|saudara|3
p|istri|4
p|ayah|3
p|anak|5
p|lahir|3

template|Templat:Infobox road/AR browse
count|2
properties|8
p|next_type|2
p|previous_dab|0
p|next_dab|0
p|previous_route|2
p|county|0
p|previous_type|2
p|route|2
p|next_route|2

template|Templat:Provinsi atau Teritori Kanada
count|2
properties|32
p|IbuKota|2
p|KursiDPR|2
p|Motto|2
p|PrefiksKodePos|2
p|Lambang|1
p|KursiSenat|2
p|LuasLautan|2
p|LuasTotal|2
p|UrutanPopulasi|2
p|Populasi|2
p|PopulasiTahun|2
p|Kepadatan|2
p|SingkatanPos|2
p|Bendera|2
p|Peta|2
p|UrutanGabung|2
p|NamaLain|0
p|JenisDaerah|2
p|UrutanLuas|2
p|KotaTerbesar|2
p|WilayahWaktu|2
p|PartaiKepalaWilayah|2
p|KodeISO|2
p|PersentaseAir|2
p|Gubernur|2
p|Situs|2
p|LuasDaratan|2
p|UrutanKepadatan|2
p|KepalaWilayah|2
p|TanggalGabung|2
p|Nama|2
p|PangkatGubernur|2

template|Templat:Kotakinfo animanga/Video
count|205
properties|22
p|network|377
p|episodes|91
p|network_id|8
p|network_en|25
p|writer|56
p|licensee|3
p|released|54
p|music|35
p|licensor_other|1
p|licensor|76
p|studio|277
p|last|78
p|child|0
p|director|276
p|episode list|0
p|first|101
p|title|132
p|episode_list|39
p|type|194
p|network_other|281
p|runtime|60
p|producer|38

template|Templat:Desad
count|1
properties|0

template|Templat:DavisCupinfobox
count|15
properties|25
p|Most ties|17
p|WG played|13
p|Doubles wins|14
p|Name|15
p|Runners-up|10
p|Nickname|1
p|Best|6
p|Coach|0
p|Image_size|0
p|ITF min date|0
p|Titles|9
p|Best doubles|17
p|Most years|17
p|Ties played|15
p|Player wins|15
p|ITF min|0
p|ITF max date|1
p|Captain|13
p|ITF max|2
p|Singles wins|16
p|First year|15
p|Colors|12
p|Image|0
p|ITF Rank|15
p|Years played|15

template|Templat:Infobox Currency
count|51
properties|98
p|image 1|0
p|footnotes|1
p|printer|15
p|plural_subunit_3|0
p|pegged_with|8
p|superunit_inline_note_2|0
p|currency_name|5
p|subunit_name_3|1
p|euro_replace_non_cash|3
p|superunit_ratio_1|0
p|subunit_ratio_5|0
p|no_plural|1
p|ERM_fixed_rate|3
p|rarely_used_coins|16
p|unofficial_users|1
p|plural|18
p|subunit_ratio_1|46
p|nickname_subunit_2|0
p|symbol_subunit_1|7
p|superunit_name_5|0
p|printer_website|13
p|image_width_2|1
p|nickname_subunit_5|0
p|inflation_source_date|34
p|issuing_authority|50
p|superunit_name_3|0
p|inflation_method|3
p|superunit_ratio_4|0
p|image_width_1|1
p|mint|16
p|symbol_subunit_3|0
p|banknote_article|3
p|issuing_authority_website|42
p|subunit_name_2|5
p|plural_subunit_4|0
p|superunit_inline_note_5|0
p|currency_name_in_local|56
p|mint_override_with_original_text|1
p|image_title_1|31
p|nickname_subunit_1|1
p|superunit_name_1|0
p|subunit_inline_note_5|0
p|superunit_inline_note_1|0
p|superunit_ratio_3|0
p|superunit_name_4|0
p|plural_slavic|5
p|subunit_ratio_2|4
p|iso_code|45
p|subunit_inline_note_1|3
p|subunit_name_5|0
p|rarely_used_banknotes|14
p|symbol|41
p|image_title_2|12
p|euro_replace_cash|3
p|image_background_1|0
p|nickname_subunit_4|0
p|plural_subunit_5|0
p|superunit_inline_note_4|0
p|issuing authority title|0
p|symbol_subunit_4|0
p|used_banknotes|41
p|ERM_band|0
p|image_2|12
p|pegged_by|9
p|coin_article|5
p|frequently_used_coins|19
p|subunit_ratio_3|1
p|superunit_name_2|0
p|used_coins|37
p|subunit_inline_note_4|0
p|coin article|0
p|ERM_since|3
p|banknote article|0
p|plural_subunit_1|13
p|subunit_name_4|0
p|image_background_2|1
p|inflation_rate|39
p|mint_website|13
p|subunit_inline_note_2|1
p|image_1|34
p|superunit_ratio_5|0
p|subunit_ratio_4|0
p|ERM_withdraw|0
p|obsolete_notice|8
p|printer_override_with_original_text|2
p|superunit_ratio_2|0
p|symbol_subunit_2|1
p|plural_subunit_2|2
p|superunit_inline_note_3|0
p|frequently_used_banknotes|19
p|subunit_inline_note_3|0
p|subunit_name_1|47
p|using_countries|32
p|nickname_subunit_3|0
p|image 2|0
p|ERM_fixed_rate_since|3
p|symbol_subunit_5|0
p|nickname|10

template|Templat:Allmusicguide
count|60
properties|4
p|1|0
p|label|22
p|id|60
p|2|0

template|Templat:Infobox professional wrestler
count|12
properties|20
p|weight|0
p|website|2
p|name|12
p|death_date|0
p|birth_place|18
p|image_size|0
p|image|0
p|names|44
p|death_place|0
p|retired|3
p|height|0
p|real_weight|0
p|trainer|35
p|debut|12
p|alt|1
p|caption|8
p|billed|16
p|real_height|0
p|resides|15
p|birth_date|0

template|Templat:Screenonline name
count|5
properties|6
p|name|5
p|description|0
p|1|0
p|id|5
p|2|0
p|3|0

template|Templat:Succession box one to two
count|6
properties|7
p|title2|7
p|before1|5
p|title1|8
p|after1|6
p|after2|6
p|years2|6
p|years1|6

template|Templat:Pembalap F1
count|178
properties|53
p|First race|175
p|Caption|77
p|name|37
p|signature_alt|0
p|BF1 Fastest laps|2
p|Last win|73
p|Points|179
p|Name|139
p|Place of birth|37
p|BF1 Poles|2
p|death_date|0
p|birth_place|14
p|image_size|1
p|Updated|0
p|image|0
p|death_place|0
p|Teams|18
p|BF1 Podiums|2
p|BF1 Championships|2
p|Poles|176
p|signature|4
p|First win|73
p|BF1 Years|2
p|2013 Team|37
p|Last season|37
p|Last position|37
p|birthdate|0
p|Fastest laps|177
p|updated|2
p|Wins|177
p|Place of death|2
p|deathplace|0
p|BF1 Wins|2
p|caption|16
p|Nationality|65
p|Championships|176
p|deathdate|0
p|nationality|21
p|signature_size|0
p|Races|178
p|Team(s)|453
p|birthplace|0
p|Last race|148
p|Image|0
p|Date of birth|0
p|Date of death|0
p|BF1 Points|2
p|BF1 Races|2
p|birth_date|0
p|signature alt|0
p|2013 Car number|21
p|Years|125
p|Podiums|177

template|Templat:Infobox road/CO browse
count|1
properties|8
p|next_type|1
p|previous_dab|0
p|next_dab|0
p|previous_route|1
p|county|0
p|previous_type|1
p|route|1
p|next_route|1

template|Templat:Infobox NRHP
count|8
properties|119
p|designated_other3_link|0
p|designated_other3|0
p|refnum|8
p|designated_other3_textcolor|0
p|coordinates|0
p|lat_direction|5
p|partof|0
p|sigdate|0
p|restored_by|0
p|designated_other2_abbr|0
p|area|1
p|designated_other1_link|0
p|name|8
p|designated_other3_number|0
p|coord_parameters|4
p|locmapin|4
p|designated_other3_name|0
p|built|6
p|designated_other3_date|0
p|lat_minutes|5
p|location|11
p|map_caption|0
p|partof_refnum|0
p|latitude|0
p|designated_other3_abbr|0
p|increase_refnum|0
p|district map|0
p|image_size|1
p|designated_other2_date|0
p|image|0
p|sigdate2_label|0
p|designated_nrhp_type4|0
p|decrease3|0
p|coord_format|0
p|decrease_refnum|0
p|increase2_refnum|0
p|delisted_nrhp_type|0
p|sigdate_label|0
p|nrhp_type3|0
p|locmap_label_position|0
p|builder|0
p|designated_other2_link|0
p|decrease1_refnum|0
p|restored|0
p|lat_seconds|5
p|embed|0
p|label_background|0
p|architecture|4
p|designated_nrhp_type3|0
p|long_degrees|5
p|longitude|0
p|decrease2|0
p|designated_other1|0
p|long_minutes|5
p|designated_other2_textcolor|0
p|sigdate2|0
p|delisted_other2_date|0
p|designated_nrhp_type2|0
p|locmap_label|0
p|governing_body|7
p|decrease1|0
p|delisted|0
p|designated_other1_number|0
p|map_alt|0
p|visitation_num|1
p|nearest_city|1
p|designated_other1_num_position|0
p|map_width|0
p|delisted_nrhp_type3|0
p|delisted_other1_date|0
p|added|8
p|sigdate1|0
p|nrhp_type2|0
p|decrease3_refnum|0
p|designated_other1_color|0
p|nrhp_type4|0
p|label_position|0
p|sigdate1_label|0
p|alt|0
p|designated_other1_textcolor|0
p|increase1|0
p|designated_other1_name|0
p|designated_other1_abbr|0
p|map_label|0
p|nrhp_type|5
p|caption|5
p|increase1_refnum|0
p|long_seconds|5
p|decrease|0
p|designated_other3_num_position|0
p|label_size|0
p|delisted_nrhp_type4|0
p|sculptor|0
p|sigdate3|0
p|increase3_refnum|0
p|delisted_other3_date|0
p|long_direction|5
p|designated_nrhp_type|2
p|designated_other2|0
p|designated_other2_number|0
p|district_map|0
p|designated_other2_name|0
p|delisted_nrhp_type2|0
p|coord_display|1
p|increase2|0
p|designated_other2_color|0
p|demolished|0
p|designated_other3_color|0
p|increase3|0
p|architect|7
p|lat_degrees|5
p|nocat|0
p|decrease2_refnum|0
p|designated_other1_date|0
p|designated_other2_num_position|0
p|sigdate3_label|0
p|increase|0
p|mpsub|0
p|visitation_year|1

template|Templat:Infobox Legislature Historic
count|2
properties|40
p|native_name|1
p|committees|0
p|house3|0
p|voting_system1|2
p|website|0
p|last_election1|2
p|name|2
p|houses|0
p|location|3
p|image|0
p|last_election2|0
p|session_res|0
